entity_id,type,debit_paise,credit_paise,amount_paise,fee_paise,tax_paise,on_hold,settled,created_at,settled_at,settlement_id,settlement_utr,order_id,method,card_network,card_type,international,dispute_id,description
pay_ea2cb1d5994656,payment,0,135720,139000,2780,500,false,true,2026-03-19T23:18:24+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_554041ea9be7,card,VISA,credit,false,,
pay_880ddf67827af7,payment,0,154000,154000,0,0,false,true,2026-03-19T16:27:29+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_3c2164bd9907,upi,,,false,,
pay_bea12af0313dd8,payment,0,976302,999900,19998,3600,false,true,2026-03-19T13:15:58+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_8cede2fc415e,wallet,,,false,,
pay_75e50888b2d830,payment,0,249900,249900,0,0,false,true,2026-03-19T06:12:46+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_212bc907e202,upi,,,false,,
pay_347d373757bb8a,payment,0,292822,299900,5998,1080,false,true,2026-03-19T09:43:52+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_469fd0bab6b9,card,VISA,credit,false,,
pay_167b50cdb2df8c,payment,0,197900,197900,0,0,false,true,2026-03-19T22:49:45+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_03bba8531dbf,upi,,,false,,
pay_6a7b0a2fd9e69e,payment,0,87000,87000,0,0,false,true,2026-03-20T19:19:14+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_bf211e62a783,upi,,,false,,
pay_31fa5230da0af8,payment,0,163256,167000,3173,571,false,true,2026-03-20T13:38:21+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_d6a073f6bf51,netbanking,,,false,,
pay_7273951dc635a0,payment,0,174678,178900,3578,644,false,true,2026-03-20T11:20:10+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_f9ed341217f1,card,VISA,credit,false,,
pay_9a9a263b2a4aea,payment,0,879900,879900,0,0,false,true,2026-03-20T15:09:56+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_a83077f4ccdb,upi,,,false,,
pay_a5c8c0b2033db6,payment,0,133000,133000,0,0,false,true,2026-03-20T11:19:16+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_d8f4a3849c9e,upi,,,false,,
pay_6febb932fa4c20,payment,0,140900,140900,0,0,true,false,2026-03-20T17:36:39+05:30,,,,ord_0a6a06653e8c,upi,,,false,dsp_939e12f9654f,
pay_59e2d47b995bd2,payment,0,837000,837000,0,0,false,true,2026-03-20T13:37:32+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_f0547d10b659,upi,,,false,,
pay_083cfdff78ab79,payment,0,187000,187000,0,0,false,true,2026-03-20T18:46:41+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_ee4999ee2497,upi,,,false,,
pay_bbab51214b0bca,payment,0,4579218,4689900,93798,16884,false,true,2026-03-20T22:55:43+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_40e030a8fb22,wallet,,,false,,
pay_3ef22466d1cf46,payment,0,230900,230900,0,0,false,true,2026-03-20T23:04:07+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_7b06479394d7,upi,,,false,,
pay_95e0415efa745c,payment,0,74206,76000,1520,274,false,true,2026-03-20T21:40:57+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_2d85f522e452,wallet,,,false,,
pay_d7facd76ad24fa,payment,0,546784,560000,11200,2016,false,true,2026-03-20T19:12:11+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_6c99b59a3076,card,VISA,credit,false,,
pay_ea058154b3c065,payment,0,39900,39900,0,0,false,true,2026-03-20T09:13:17+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_9d231264c47b,upi,,,false,,
pay_d08a17ad1644d6,payment,0,419497,424000,3816,687,false,true,2026-03-21T21:27:05+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_88b7485f048e,card,VISA,debit,false,,
pay_3357229e5a907b,payment,0,137900,137900,0,0,false,true,2026-03-21T06:14:35+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_1a0a00827c31,upi,,,false,,
pay_adf610322a4efd,payment,0,962000,962000,0,0,false,true,2026-03-21T06:38:03+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_e2a074a61b59,upi,,,false,,
pay_c93286c4d54c46,payment,0,214710,219900,4398,792,false,true,2026-03-21T11:36:22+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_f872a626bc3f,card,RUPAY,credit,false,,
pay_fffd8a4507f514,payment,0,328900,328900,0,0,false,true,2026-03-21T10:15:49+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_40120b606b03,upi,,,false,,
pay_d235a50a0558d1,payment,0,886484,896000,8064,1452,false,true,2026-03-21T23:35:47+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_8aab7c2cdae9,card,AMEX,debit,false,,
pay_6b0bbf01ac1ec2,payment,0,227557,230000,2070,373,false,true,2026-03-21T18:03:18+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_01be5a51a678,card,AMEX,debit,false,,
pay_3c588da57e29b6,payment,0,245267,247900,2231,402,false,true,2026-03-21T11:45:17+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_a04c25262246,card,RUPAY,debit,false,,
pay_d8fefe9bc12b7c,payment,0,176942,181000,3439,619,false,true,2026-03-21T19:28:22+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_6dca2b497483,netbanking,,,false,,
pay_c130d61da2d064,payment,0,46900,46900,0,0,false,true,2026-03-21T19:22:04+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_761b9e37c4bc,upi,,,false,,
pay_05aede67fbdad1,payment,0,89731,91900,1838,331,false,true,2026-03-21T19:46:18+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_a1acb2ced634,card,MASTERCARD,credit,false,,
pay_421abf8c6aa31b,payment,0,76000,76000,0,0,false,true,2026-03-21T17:55:02+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_31f85e1ef111,upi,,,false,,
pay_ab5ff7c2a69f1e,payment,0,39000,39000,0,0,false,true,2026-03-21T13:09:38+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_5e968f71e798,upi,,,false,,
pay_1cd6e59727a5e0,payment,0,197471,202000,3838,691,false,true,2026-03-21T21:29:14+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_1c6f5ae05ef5,netbanking,,,false,,
pay_c28b972567d5aa,payment,0,129900,129900,0,0,false,true,2026-03-22T14:28:01+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_3690341afc59,upi,,,false,,
pay_000372219af2c1,payment,0,139900,139900,0,0,true,false,2026-03-22T18:28:04+05:30,,,,ord_4d9f03044078,upi,,,false,dsp_b15e11b01752,
pay_80877e8d2d5c6f,payment,0,2492652,2552900,51058,9190,false,true,2026-03-22T19:36:49+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_e02a31bf63a3,card,AMEX,credit,false,,
pay_222e49fa308145,payment,0,281147,287595,5464,984,false,true,2026-03-22T11:16:01+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_a7b8a7e71d21,netbanking,,,false,,
pay_88c3c8298d2530,payment,0,45900,45900,0,0,false,true,2026-03-22T12:12:24+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_49d78609b16c,upi,,,false,,
pay_b026b0489a5071,payment,0,190000,190000,0,0,false,true,2026-03-22T16:35:23+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_9639c914c9c3,upi,,,false,,
pay_cdfbbfd1a2ccaa,payment,0,223866,229000,4351,783,false,true,2026-03-22T09:16:38+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_a498a03a406a,netbanking,,,false,,
pay_e857d2ab12e147,payment,0,416430,420900,3788,682,false,true,2026-03-22T22:54:11+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_a02866c61b50,card,RUPAY,debit,false,,
pay_fc5b4c1aef4091,payment,0,873780,894900,17898,3222,false,true,2026-03-22T16:03:31+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_1b8f6fec3ce0,wallet,,,false,,
pay_46a2e296711db0,payment,0,185643,189900,3608,649,false,true,2026-03-22T13:54:34+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_d882d8a182c0,netbanking,,,false,,
pay_35f6b99efd7814,payment,0,56900,56900,0,0,false,true,2026-03-22T21:20:18+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_546d05e4fec2,upi,,,false,,
pay_2394598d147e40,payment,0,79900,79900,0,0,false,true,2026-03-22T10:28:21+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_1120242680ba,upi,,,false,,
pay_ac255134dae613,payment,0,169000,169000,0,0,false,true,2026-03-22T17:11:31+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_204b82d680e1,upi,,,false,,
rfnd_e2a2e9bd0419a3,refund,63742,0,63742,0,0,false,true,2026-03-14T04:23:11+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_199a4ba9a00c,upi,,,false,,
rfnd_a36ebff07db564,refund,13952,0,13952,0,0,false,true,2026-03-13T20:07:44+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_a9277735cb82,upi,,,false,,
rfnd_96194e08f60dd5,refund,39900,0,39900,0,0,false,true,2026-03-12T09:14:04+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_e1537b284bc5,netbanking,,,false,,
rfnd_3837bc7093aea9,refund,218000,0,218000,0,0,false,true,2026-03-10T06:45:58+05:30,2026-03-12T10:00:00+05:30,setl_4f78878440f3ef,1097215850nnvwog,ord_b45110baafa5,upi,,,false,,
rfnd_695476a8130447,refund,312671,0,312671,0,0,false,true,2026-03-13T22:48:29+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_505e4318863d,upi,,,false,,
rfnd_40a0d5f83f9c00,refund,792000,0,792000,0,0,false,true,2026-03-09T06:11:25+05:30,2026-03-11T10:00:00+05:30,setl_0d58af936c994c,1051223431xtzdsm,ord_fe4b3427fa07,upi,,,false,,
rfnd_44c4882022727b,refund,25623,0,25623,0,0,false,true,2026-03-11T03:40:27+05:30,2026-03-13T10:00:00+05:30,setl_8082b2acdbafab,7613134847srhjfa,ord_0f9a67b3ca04,upi,,,false,,
rfnd_1cec8adf47196c,refund,708900,0,708900,0,0,false,true,2026-03-10T13:20:24+05:30,2026-03-12T10:00:00+05:30,setl_4f78878440f3ef,1097215850nnvwog,ord_4a82c84ba90e,upi,,,false,,
rfnd_757c0354dceda2,refund,214900,0,214900,0,0,false,true,2026-03-16T22:07:30+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_4b6d9b73b9cf,upi,,,false,,
rfnd_f87c641d139936,refund,60914,0,60914,0,0,false,true,2026-03-10T13:30:29+05:30,2026-03-12T10:00:00+05:30,setl_4f78878440f3ef,1097215850nnvwog,ord_fc59a2e444f2,card,RUPAY,debit,false,,
rfnd_856c6cbb72843b,refund,196900,0,196900,0,0,false,true,2026-03-09T10:57:03+05:30,2026-03-11T10:00:00+05:30,setl_0d58af936c994c,1051223431xtzdsm,ord_fe468f4a2282,upi,,,false,,
rfnd_06ab55691af70f,refund,115036,0,115036,0,0,false,true,2026-03-12T09:17:09+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,ord_f283aea2d217,upi,,,false,,
rfnd_c4fbb206eec867,refund,219900,0,219900,0,0,false,true,2026-03-14T09:31:03+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_a20b88b4ba23,upi,,,false,,
rfnd_b5b9745ca11bf2,refund,459694,0,459694,0,0,false,true,2026-03-19T02:31:02+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,ord_12cc3d6cadb4,card,RUPAY,debit,false,,
rfnd_36b2d45ec8c34c,refund,77936,0,77936,0,0,false,true,2026-03-16T10:51:19+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_69b94fc27de2,upi,,,false,,
rfnd_2bb6b3f6414882,refund,98302,0,98302,0,0,false,true,2026-03-14T00:44:41+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_f0fa28923e54,upi,,,false,,
rfnd_149c668b8d68e8,refund,352062,0,352062,0,0,false,true,2026-03-14T13:55:29+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_1696e346fa81,upi,,,false,,
rfnd_081f7e5bad7f05,refund,52765,0,52765,0,0,false,true,2026-03-25T13:32:57+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_1a00918f5dd7,upi,,,false,,
rfnd_13a74e01150bee,refund,79900,0,79900,0,0,false,true,2026-03-25T10:13:11+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_c93400362506,upi,,,false,,
rfnd_d881b2eef7b513,refund,131900,0,131900,0,0,false,true,2026-03-26T20:54:53+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_7ff3fc097c59,netbanking,,,false,,
rfnd_4f593dcdc6cf5e,refund,58510,0,58510,0,0,false,true,2026-03-22T05:28:21+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_f179c390fed8,upi,,,false,,
rfnd_97b338afdf5913,refund,340422,0,340422,0,0,false,true,2026-03-23T19:10:41+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_ecf39808903b,netbanking,,,false,,
rfnd_04d2ee11d844e5,refund,90929,0,90929,0,0,false,true,2026-03-21T06:28:21+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_09c7e7d1e631,upi,,,false,,
rfnd_d154075646781c,refund,220900,0,220900,0,0,false,true,2026-03-25T00:40:40+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_145df0135219,netbanking,,,false,,
rfnd_da5c1f1440e447,refund,328900,0,328900,0,0,false,true,2026-03-27T03:10:38+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_40120b606b03,upi,,,false,,
rfnd_e9163abb7d7c85,refund,46900,0,46900,0,0,false,true,2026-03-31T16:50:59+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_761b9e37c4bc,upi,,,false,,
rfnd_b62a2956af2611,refund,202000,0,202000,0,0,false,true,2026-03-23T06:18:02+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_1c6f5ae05ef5,netbanking,,,false,,
rfnd_84dbb9b8f9749a,refund,45900,0,45900,0,0,false,true,2026-03-28T06:02:12+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_49d78609b16c,upi,,,false,,
rfnd_08c75b2c72b57a,refund,81448,0,81448,0,0,false,true,2026-03-26T06:08:39+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,ord_d882d8a182c0,netbanking,,,false,,
adj_ef62a3f5432d21,adjustment,356209,0,356209,0,0,false,true,2026-03-08T23:00:00+05:30,2026-03-10T10:00:00+05:30,setl_d62597b893494b,8037500912tbqhgc,,,,,false,,TDS 194O DEDUCTION - 1% ON GROSS SALES WK1
adj_703c8e8b21a362,adjustment,362832,0,362832,0,0,false,true,2026-03-15T23:00:00+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,,,,,false,,TDS 194O DEDUCTION - 1% ON GROSS SALES WK2
adj_b3e5223c7e634c,adjustment,394670,0,394670,0,0,false,true,2026-03-22T23:00:00+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,,,,,false,,TDS 194O DEDUCTION - 1% ON GROSS SALES WK3
adj_2dd234fa300b8a,adjustment,0,120630,120630,0,0,false,true,2026-03-10T18:17:14+05:30,2026-03-12T10:00:00+05:30,setl_4f78878440f3ef,1097215850nnvwog,,,,,false,,chargeback prov reversal Q2
adj_74c770e7df5725,adjustment,0,347096,347096,0,0,false,true,2026-03-12T17:56:09+05:30,2026-03-16T10:00:00+05:30,setl_4dab63f2969f35,9763647321oloivd,,,,,false,,svc adj — see note
adj_93855bcfffa829,adjustment,0,95848,95848,0,0,false,true,2026-03-07T10:45:04+05:30,2026-03-10T10:00:00+05:30,setl_d62597b893494b,8037500912tbqhgc,,,,,false,,svc adj — see note
adj_aa3cb8aaa4cc04,adjustment,0,301658,301658,0,0,false,true,2026-03-19T20:38:26+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,,,,,false,,MISC DR ADJ REF 51143
adj_d3b616872088da,adjustment,0,423460,423460,0,0,false,true,2026-03-21T17:14:16+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,,,,,false,,svc adj — see note
adj_1c32350b929c8c,adjustment,0,499901,499901,0,0,false,true,2026-03-04T12:11:56+05:30,2026-03-06T10:00:00+05:30,setl_b02381c76b604b,1009526630jasblf,,,,,false,,chargeback prov reversal Q2
adj_f07fc5a1a7419d,adjustment,0,206673,206673,0,0,false,true,2026-03-02T22:19:31+05:30,2026-03-04T10:00:00+05:30,setl_5570af976045db,8659945258yqimbl,,,,,false,,chargeback prov reversal Q4
adj_dfa36dc2a3ac07,adjustment,321335,0,321335,0,0,false,true,2026-03-21T00:30:02+05:30,2026-03-24T10:00:00+05:30,setl_26619a6b042052,7457066185afetqi,,,,,false,,svc adj — see note
adj_01c444a75f53d8,adjustment,0,319847,319847,0,0,false,true,2026-03-19T02:25:18+05:30,2026-03-23T10:00:00+05:30,setl_d241d0314c3523,5905093074moifjr,,,,,false,,chargeback prov reversal Q3
pay_30e49d12978db9,payment,0,525356,537405,10211,1838,false,true,2026-03-22T11:16:01+05:30,2026-03-17T10:00:00+05:30,setl_c50e3ad2d55505,2056589205jkllji,ord_a7b8a7e71d21,netbanking,,,false,,
pay_773887f48a90a3,payment,0,26603,27579,827,149,false,true,2026-03-09T15:29:53+05:30,2026-03-18T10:00:00+05:30,setl_6a8e3766737896,3735322288gthaon,ord_3c6e6d24e826,card,RUPAY,debit,true,,
